#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2019-08-16T00:14:18 [V1.99+ (14-Oct-2013)]																			
"#   In case of problem, please report to:"""	cds-question@unistra.fr																		
119.9948961	-41.7040956	4669	HD66039  	G2V                 	0.582	4.167944763	19.48	                 	0.199	-4.694615293	HD66039         	119.9949	-41.7041	2333	HD66039         	HD 66039                 	07 59 58.7750745619 -41 42 14.743864030	G2V              	0
119.9948961	-41.7040956	4670	HD66039  	G2V                 	0.582	4.167944763	19.48	0.233	                 	-4.582596718	HD66039         	119.9949	-41.7041	2334	HD66039         	HD 66039                 	07 59 58.7750745619 -41 42 14.743864030	G2V              	0
120.0786575	42.9741836	5275	HD65368  	G0                  	0.585	4.055639268	9.4	                 	0.237	-4.573615501	HD65368         	120.07866	42.97418	2335	HD65368         	HD 65368                 	08 00 18.8778068987 +42 58 27.060976109	G0               	0
120.1338739	29.2123547	5254	HD65583  	K0V_Fe-1.3          	0.716	5.843314613	59.52	                 	0.166433333	-4.953718569	HD65583         	120.13387	29.21235	2336	HD65583         	HD 65583                 	08 00 32.1297149403 +29 12 44.476641343	K0V_Fe-1.3       	0
120.1338739	29.2123547	5255	HD65583  	K0V_Fe-1.3          	0.710000038	5.849839007	58.88	0.168776699	0.1685	-4.937933752	HD65583         	120.13387	29.21235	2337	HD65583         	HD 65583                 	08 00 32.1297149403 +29 12 44.476641343	K0V_Fe-1.3       	0
120.1338739	29.2123547	5256	HIP39157 	K0V_Fe-1.3          	0.716	5.843314613	59.52	0.1716875	0.1715	-4.92914288	HIP39157        	120.13387	29.21235	2338	HIP39157        	HD 65583                 	08 00 32.1297149403 +29 12 44.476641343	K0V_Fe-1.3       	0
120.3855817	-70.0238789	4409	HD67200  	F6V                 	0.595	4.05171957	18.55	                 	0.131	-5.089185526	HD67200         	120.38558	-70.02388	2339	HD67200         	HD 67200                 	08 01 32.5396035248 -70 01 25.964220419	F6V              	0
120.4613742	8.9139919	2831	HD66011  	G0IV                	0.57	2.342665313	16.77	                 	0.196	-4.696570993	HD66011         	120.46137	8.91399	2340	HD66011         	HD 66011                 	08 01 50.7298291086 +08 54 50.371156599	G0IV             	0
120.5223456	-12.8046203	4850	HD66221  	G6V                 	0.721	4.891180619	23.24	                 	0.142	-5.101134488	HD66221         	120.52235	-12.80462	2341	HD66221         	HD 66221                 	08 02 05.3629242632 -12 48 16.632710551	G6V              	0
120.5223456	-12.8046203	4851	HD66221  	G6V                 	0.721	4.891180619	23.24	0.108346896	0.109743036	-5.414308657	HD66221         	120.52235	-12.80462	2342	HD66221         	HD 66221                 	08 02 05.3629242632 -12 48 16.632710551	G6V              	0
120.6124492	-46.3363056	4642	HD66653  	G2V                 	0.655	4.726118371	27.62	0.231	                 	-4.65306084	HD66653         	120.61245	-46.33631	2343	HD66653         	HD 66653                 	08 02 26.9878166053 -46 20 10.700474248	G2V              	0
120.6124492	-46.3363056	4643	HIP39330 	G2 V                	0.655	4.726118371	27.62	0.192	                 	-4.78433382	HIP39330        	120.61245	-46.33631	2344	HIP39330        	HD 66653                 	08 02 26.9878166053 -46 20 10.700474248	G2V              	0
120.6299467	-66.0209389	4412	HIP39342 	K2 V (k)            	0.872	5.992642612	57.88	0.23	                 	-4.88079894	HIP39342        	120.62995	-66.02094	2345	HIP39342        	HD 67199                 	08 02 31.1872033292 -66 01 15.379835394	K2Vk:            	0
120.6299467	-66.0209389	4413	HD67199  	K2Vk                	0.872	5.992642612	57.88	0.289	                 	-4.742462463	HD67199         	120.62995	-66.02094	2346	HD67199         	HD 67199                 	08 02 31.1872033292 -66 01 15.379835394	K2Vk:            	0
120.8694483	-1.1627108	2795	HD66428  	G5                  	0.715	4.546774637	18.17	                 	0.14545	-5.072670825	HD66428         	120.86945	-1.16271	2347	HD66428         	HD 66428                 	08 03 28.6676195352 -01 09 45.759229097	G8IV(+G)         	1
120.8694483	-1.1627108	2796	HIP39417 	G5                  	0.715	4.546774637	18.17	0.148941176	0.149	-5.049919789	HIP39417        	120.86945	-1.16271	2348	HIP39417        	HD 66428                 	08 03 28.6676195352 -01 09 45.759229097	G8IV(+G)         	1
121.1243469	9.2679347	2832	HIP39506 	G5 V Fe-1.3 CH-1    	0.632	4.909717008	33.88	0.192	                 	-4.763757237	HIP39506        	121.12435	9.26793	2349	HIP39506        	HD 66573                 	08 04 29.8432674456 +09 16 04.565349237	G5VFe-1.3CH-1    	0
121.17813	24.3302406	5143	HD66485  	G5                  	0.727	5.205341032	22.65	                 	0.2108	-4.78577613	HD66485         	121.17813	24.33024	2350	HD66485         	HD 66485                 	08 04 42.7512308291 +24 19 48.866008933	G5               	0
121.4168097	-59.4238997	4423	HIP39611 	K6 V (k)            	1.308	7.581396066	27.56	0.746	                 	-4.761606181	HIP39611        	121.41681	-59.4239	2351	HIP39611        	V* V463 Car              	08 05 40.0343400817 -59 25 26.038746191	K6Vk:            	0
121.7030533	-43.8945417	4646	HD67581  	G5V                 	0.6	3.564748672	      	0.14	                 	-5.018024011	HD67581         	121.70305	-43.89454	2352	HD67581         	HD 67581                 	08 06 48.7327962695 -43 53 40.349636907	G5V              	0
121.7521761	-29.4029381	4739	HIP39710 	G0 V                	0.6	4.759772775	39.08	0.167	                 	-4.849570767	HIP39710        	121.75218	-29.40294	2353	HIP39710        	HD 67458                 	08 07 00.5222771312 -29 24 10.576616098	G0V              	0
121.7521761	-29.4029381	4740	HD67458  	G0V                 	0.6	4.759772775	39.08	                 	0.1685	-4.84188213	HD67458         	121.75218	-29.40294	2354	HD67458         	HD 67458                 	08 07 00.5222771312 -29 24 10.576616098	G0V              	0
121.7521761	-29.4029381	4741	HIP39710 	G0V                 	0.6	4.759772775	39.08	0.1622	0.162	-4.876229483	HIP39710        	121.75218	-29.40294	2355	HIP39710        	HD 67458                 	08 07 00.5222771312 -29 24 10.576616098	G0V              	0
121.7521761	-29.4029381	4742	HD67458  	G0V                 	0.6	4.759772775	39.08	0.164	                 	-4.86536885	HD67458         	121.75218	-29.40294	2356	HD67458         	HD 67458                 	08 07 00.5222771312 -29 24 10.576616098	G0V              	0
121.7521761	-29.4029381	4743	HD67458  	G0V                 	0.6	4.759772775	39.08	0.120669148	0.120791251	-5.1965848	HD67458         	121.75218	-29.40294	2357	HD67458         	HD 67458                 	08 07 00.5222771312 -29 24 10.576616098	G0V              	0
121.9410658	21.5818144	5501	HD67228  	G1IVb               	0.629999638	3.464310391	42.94	0.313428495	0.32635	-4.414884678	HD67228         	121.94107	21.58181	2358	HD67228         	* mu.02 Cnc              	08 07 45.8558112053 +21 34 54.532453099	G1IVb            	0
121.9410658	21.5818144	5502	HD67228  	G2IV                	0.642	3.460260834	42.86	                 	0.1541875	-4.955310335	HD67228         	121.94107	21.58181	2359	HD67228         	* mu.02 Cnc              	08 07 45.8558112053 +21 34 54.532453099	G1IVb            	0
121.9410658	21.5818144	5503	HIP39780 	G2IV                	0.642	3.460260834	42.86	0.143	0.143	-5.028315862	HIP39780        	121.94107	21.58181	2360	HIP39780        	* mu.02 Cnc              	08 07 45.8558112053 +21 34 54.532453099	G1IVb            	0
122.036075	19.2159422	5140	HD67346  	F8                  	0.619	3.425341927	14.49	                 	0.153	-4.9437431	HD67346         	122.03607	19.21594	2361	HD67346         	HD 67346                 	08 08 08.6579726409 +19 12 57.391719621	F8               	0
122.0439322	71.9244331	1485	HD66171  	G2V                 	0.621	4.806551859	21.15	                 	0.1655	-4.874481192	HD66171         	122.04393	71.92443	2362	HD66171         	HD 66171                 	08 08 10.5437374919 +71 55 27.959201673	G2V              	0
122.0439322	71.9244331	1486	HIP39822 	G2V                 	0.621	4.806551859	21.15	0.167727273	0.168	-4.861596829	HIP39822        	122.04393	71.92443	2363	HIP39822        	HD 66171                 	08 08 10.5437374919 +71 55 27.959201673	G2V              	0
122.0439322	71.9244331	1487	HD66171  	G2V                 	0.619999886	4.83781611	21.26	0.1847	0.1841	-4.785834512	HD66171         	122.04393	71.92443	2364	HD66171         	HD 66171                 	08 08 10.5437374919 +71 55 27.959201673	G2V              	0
122.1768631	13.6409239	5127	HD67483  	F3V                 	0.46999979	1.726550168	12.5	0.238285714	0.2363	-4.495111032	HD67483         	122.17686	13.64092	2365	HD67483         	* 12 Cnc                 	08 08 42.4471080781 +13 38 27.326212350	F3V              	0
122.2523733	-61.3023844	388	HIP39903 	F6 V Fe-0.8 CH-0.4  	0.437	3.088908076	46.75	0.357	                 	-4.221436157	HIP39903        	122.25237	-61.30238	2366	HIP39903        	HD 68456                 	08 09 00.5695810134 -61 18 08.583553860	F6VFe-0.8CH-0.4  	0
122.3478647	30.3428133	5257	HIP39939 	tmp                 	0.569999695	4.612784933	      	                 	0.259	-4.50313224	HIP39939        	122.34786	30.34281	2367	HIP39939        	BD+30 1651B              	08 09 23.4875376949 +30 20 34.127961112	G0               	0
122.5853069	69.72508	5499	HD66751  	F8V                 	0.567	4.20758931	34.16	                 	0.198	-4.686575192	HD66751         	122.58531	69.72508	2368	HD66751         	HD 66751                 	08 10 20.4736374256 +69 43 30.287891038	F8V              	0
122.5853069	69.72508	5500	HIP40015 	F8V                 	0.567	4.20758931	34.16	0.16525	0.1655	-4.832008645	HIP40015        	122.58531	69.72508	2369	HIP40015        	HD 66751                 	08 10 20.4736374256 +69 43 30.287891038	F8V              	0
122.6659408	-13.7992053	4846	HD68146  	F6.5V               	0.490000248	3.790565784	44.68	0.148533333	0.1498	-4.876673907	HD68146         	122.66594	-13.79921	2370	HD68146         	* 18 Pup                 	08 10 39.8257869468 -13 47 57.138604864	F6.5V            	0
122.6659408	-13.7992053	4847	HIP40035 	F6.5 V              	0.488	3.770335647	44.47	0.177	                 	-4.72244773	HIP40035        	122.66594	-13.79921	2371	HIP40035        	* 18 Pup                 	08 10 39.8257869468 -13 47 57.138604864	F6.5V            	0
122.719135	-42.8114117	4647	HIP40051 	K2 V                	0.887	6.155449017	29.86	0.219	                 	-4.928534844	HIP40051        	122.71913	-42.81141	2372	HIP40051        	HD 68475                 	08 10 52.5924301140 -42 48 41.082415128	K2V              	0
122.719135	-42.8114117	4648	HD68475  	K2V                 	0.887	6.155449017	29.86	                 	0.305	-4.728466078	HD68475         	122.71913	-42.81141	2373	HD68475         	HD 68475                 	08 10 52.5924301140 -42 48 41.082415128	K2V              	0
122.7903478	-46.2973953	4644	HD68607  	K2V                 	0.862	5.81796217	24.98	                 	0.277	-4.756061289	HD68607         	122.79035	-46.2974	2374	HD68607         	HD 68607                 	08 11 09.6834540372 -46 17 50.623167321	K2V              	0
122.7903478	-46.2973953	4645	HD68607  	K2V                 	0.862	5.81796217	24.98	0.223395835	0.22364971	-4.887849711	HD68607         	122.79035	-46.2974	2375	HD68607         	HD 68607                 	08 11 09.6834540372 -46 17 50.623167321	K2V              	0
122.9110531	32.4571614	6866	HD68017  	G3V                 	0.690000057	5.11906337	45.9	0.17149	0.1719	-4.903072976	HD68017         	122.91105	32.45716	2376	HD68017         	HD 68017                 	08 11 38.6527383055 +32 27 25.780504406	G3V              	0
122.9110531	32.4571614	6867	HD68017  	G3V                 	0.679	5.096148173	46.05	                 	0.177130841	-4.868795511	HD68017         	122.91105	32.45716	2377	HD68017         	HD 68017                 	08 11 38.6527383055 +32 27 25.780504406	G3V              	0
122.9110531	32.4571614	6868	HIP40118 	G3V                 	0.679	5.096148173	46.05	0.176411765	0.176	-4.873919736	HIP40118        	122.91105	32.45716	2378	HIP40118        	HD 68017                 	08 11 38.6527383055 +32 27 25.780504406	G3V              	0
122.9549519	16.5238631	5130	HIP40133 	G0                  	0.667	4.685426496	29.45	0.155	0.155	-4.971654507	HIP40133        	122.95495	16.52386	2379	HIP40133        	HD 68168                 	08 11 49.1884896739 +16 31 25.906701424	G0               	0
122.9549519	16.5238631	5131	HD68168  	G0                  	0.667	4.685426496	29.45	                 	0.1585	-4.951553659	HD68168         	122.95495	16.52386	2380	HD68168         	HD 68168                 	08 11 49.1884896739 +16 31 25.906701424	G0               	0
122.9898317	8.7730508	6214	GJ299    	                    	1.77	13.68130858	      	0.796372511	0.846729753	-5.368725665	GJ299           	122.98983	8.77305	2381	GJ299           	Ross 619                 	08 11 57.5595749358 +08 46 22.983154927	M4.5Ve           	0
123.0530078	17.6476433	6920	HD68257  	                    	0.539999962	3.320299899	40	0.154753333	0.1543	-4.877321103	HD68257         	123.05301	17.64764	2382	HD68257         	* zet01 Cnc A            	08 12 12.7218701694 +17 38 51.516139714	~                	0
123.0665392	-40.5027817	4673	HD68785  	G3V                 	0.619	5.071059251	23.78	0.184	                 	-4.785410011	HD68785         	123.06654	-40.50278	2383	HD68785         	HD 68785                 	08 12 15.9694010878 -40 30 10.013805320	G3V              	0
123.1703697	-21.5519394	4432	GJ300    	                    	1.59	12.6049482	      	1.195023782	1.205249218	-4.906112472	GJ300           	123.17037	-21.55194	2384	GJ300           	L 674-15                 	08 12 40.8887006440 -21 33 06.982376130	M3.5V            	0
123.3937447	-31.7353836	4681	HD68978  	tmp                 	0.618	4.539834534	36.98	                 	0.167666667	-4.860802068	HD68978         	123.39374	-31.73538	2385	HD68978         	HD 68978                 	08 13 34.4987340538 -31 44 07.381417481	G0.5V            	0
123.3937447	-31.7353836	4682	HIP40283 	G0.5V               	0.618	4.539834534	36.98	0.168157895	0.168	-4.859104478	HIP40283        	123.39374	-31.73538	2386	HIP40283        	HD 68978                 	08 13 34.4987340538 -31 44 07.381417481	G0.5V            	0
123.3937447	-31.7353836	4683	HD68978A 	G0.5V               	0.618	4.539834534	36.98	0.131704822	0.131429289	-5.101716622	HD68978         	123.39374	-31.73538	2387	HD68978         	HD 68978                 	08 13 34.4987340538 -31 44 07.381417481	G0.5V            	0
123.3937447	-31.7353836	4684	HIP40283 	G0.5 V              	0.618	4.539834534	36.98	0.167	                 	-4.864217286	HIP40283        	123.39374	-31.73538	2388	HIP40283        	HD 68978                 	08 13 34.4987340538 -31 44 07.381417481	G0.5V            	0
123.3937447	-31.7353836	4685	HD68978  	tmp                 	0.618	4.539834534	36.98	0.183	                 	-4.788861622	HD68978         	123.39374	-31.73538	2389	HD68978         	HD 68978                 	08 13 34.4987340538 -31 44 07.381417481	G0.5V            	0
123.6043022	-53.8063928	389	HIP40359 	K6+ V (k)           	1.239999771	7.386663469	27.5	1.049	                 	-4.522973088	HIP40359        	123.6043	-53.80639	2390	HIP40359        	CD-53 2191               	08 14 25.03255 -53 48 23.0138          	K6+Vk:           	0
123.6496431	13.0228261	5122	HIP40375 	tmp                 	1.186	7.473177488	54.53	                 	0.8440625	-4.561034154	HIP40375        	123.64964	13.02283	2391	HIP40375        	HD 68834                 	08 14 35.9143447137 +13 01 22.174166830	K5V              	0
