#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:02:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2602}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ic2602
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ic2391
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2602:
#Name: J/A+A/612/A99/ic2602
#Title: Parameters for IC2602
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
159.9722917;-64.7028889;10395335-6442104; IC2602;GIRAFFE; 4502; 169;   3.488;        ;   0.099;   0.076;<;  51.400;        ;   3;   1.023;   0.002;  20.695;   0.240;      ;      ; 529;159.97229;-64.70289
159.9732917;-64.2435833;10395359-6414369; IC2602;GIRAFFE; 5077;  88;   2.825;        ;  -0.025;   0.067;<;  24.100;   0.500;   3;   1.015;   0.001;  -0.964;   0.241;      ;      ; 530;159.97329;-64.24358
159.9733333;-64.4315833;10395360-6425537; IC2602;GIRAFFE; 4606;    ;   2.528;        ;  -0.390;        ;<;  64.600;        ;   3;   1.023;   0.003;   8.907;   0.241;      ;      ; 531;159.97333;-64.43158
159.9820833;-64.8323056;10395570-6449563; IC2602;GIRAFFE; 4585;  69;   2.417;   0.117;  -0.018;   0.041;<;  42.100;        ;   3;   1.012;   0.005;  53.658;   0.242;      ;      ; 532;159.98208;-64.83231
159.9827083;-64.5626944;10395585-6433457; IC2602;GIRAFFE; 5023; 165;   2.559;        ;  -0.095;   0.187;<;  18.100;        ;   3;   1.010;   0.003;   6.327;   0.241;      ;      ; 533;159.98271;-64.56269
159.9832083;-63.9916667;10395597-6359300; IC2602;GIRAFFE; 5120;    ;   2.651;        ;   0.549;        ; ; 342.367;   7.505;   0;   0.975;   0.001;  14.899;   0.240; 0.615;      ; 534;159.98321;-63.99167
159.9849167;-64.0010833;10395638-6400039; IC2602;GIRAFFE; 4707; 118;   2.614;        ;  -0.032;   0.062;<;  33.800;        ;   3;   1.025;   0.003; -34.087;   0.241;      ;      ; 535;159.98492;-64.00108
159.9884167;-64.7543611;10395722-6445157; IC2602;GIRAFFE; 4671;  77;   2.505;   0.132;   0.029;   0.076;<;  38.400;        ;   3;   1.017;   0.002;  19.043;   0.240;      ;      ; 536;159.98842;-64.75436
159.9957500;-65.0005000;10395898-6500018; IC2602;GIRAFFE; 4047;    ;   3.205;        ;   0.004;        ;<;  51.100;        ;   3;   0.857;   0.018;  40.010;   0.479; 0.031;      ; 537;159.99575;-65.00050
159.9981667;-64.6815278;10395956-6440535; IC2602;GIRAFFE; 4641;    ;   2.733;        ;   0.698;        ; ; 104.100;   2.550;   0;   1.022;   0.003;  44.865;   0.241;      ;      ; 538;159.99817;-64.68153
160.0033333;-64.8225556;10400080-6449212; IC2602;GIRAFFE; 4627;   9;   2.492;   0.101;   0.195;   0.045;<;  50.500;        ;   3;   1.020;   0.002;  20.941;   0.240;      ;      ; 539;160.00333;-64.82256
160.0089583;-64.4427222;10400215-6426338; IC2602;GIRAFFE; 4790; 150;   3.684;        ;  -0.073;   0.147; ;  30.500;        ;   0;   1.019;   0.002;  17.635;   0.240;      ;      ; 540;160.00896;-64.44272
160.0117083;-63.9336944;10400281-6356013; IC2602;GIRAFFE; 4539;  92;   2.395;   0.143;   0.133;   0.039;<;  50.800;        ;   3;   1.015;   0.002;  43.463;   0.240;      ;      ; 541;160.01171;-63.93369
160.0202500;-64.0777500;10400486-6404399; IC2602;GIRAFFE; 4653;  66;   2.426;   0.090;  -0.024;   0.021;<;  37.100;        ;   3;   1.018;   0.002;  55.481;   0.240;      ;      ; 542;160.02025;-64.07775
160.0236667;-64.5802500;10400568-6434489; IC2602;GIRAFFE; 4917; 155;   2.842;        ;  -0.065;   0.116;<;  24.600;        ;   3;   1.024;   0.002;  -6.773;   0.240;      ;      ; 543;160.02367;-64.58025
160.0244167;-64.6312500;10400586-6437525; IC2602;GIRAFFE; 4838;  91;   2.666;   0.198;  -0.068;   0.121;<;  24.100;        ;   3;   1.021;   0.004;   2.156;   0.242;      ;      ; 544;160.02442;-64.63125
160.0272083;-64.8437222;10400653-6450374; IC2602;GIRAFFE; 4502; 163;   2.380;        ;  -0.054;   0.020;<;  48.300;        ;   3;   1.025;   0.002;  55.755;   0.240;      ;      ; 545;160.02721;-64.84372
160.0391250;-64.7067778;10400939-6442244; IC2602;GIRAFFE; 4779;  44;   2.620;   0.065;  -0.010;   0.043;<;  39.300;        ;   3;   1.014;   0.002;  41.857;   0.240;      ;      ; 546;160.03912;-64.70678
160.0402083;-64.9491389;10400965-6456569; IC2602;GIRAFFE; 4618;  33;   2.416;   0.118;   0.035;   0.022;<;  38.300;        ;   3;   1.024;   0.002; -17.796;   0.240;      ;      ; 547;160.04021;-64.94914
160.0438333;-64.0691944;10401052-6404091; IC2602;GIRAFFE; 4883; 203;   2.596;        ;  -0.074;   0.131;<;  21.100;        ;   3;   1.014;   0.002;  10.948;   0.242;      ;      ; 548;160.04383;-64.06919
160.0471667;-64.7151667;10401132-6442546; IC2602;GIRAFFE; 4578; 175;   2.502;        ;   0.050;   0.075; ;  63.600;        ;   0;   1.021;   0.002;  15.311;   0.240;      ;      ; 549;160.04717;-64.71517
160.0678333;-64.6786667;10401628-6440432; IC2602;GIRAFFE; 5059; 104;   2.872;        ;  -0.193;   0.165;<;  17.200;        ;   3;   1.015;   0.002; -40.871;   0.241;      ;      ; 550;160.06783;-64.67867
160.0682917;-64.8019167;10401639-6448069; IC2602;GIRAFFE; 4728;   1;   2.563;   0.080;   0.018;   0.047;<;  40.400;        ;   3;   1.019;   0.002;  12.238;   0.241;      ;      ; 551;160.06829;-64.80192
160.0772917;-64.8083056;10401855-6448299; IC2602;GIRAFFE; 4920; 251;   2.488;        ;  -0.105;   0.186;<;  20.500;        ;   3;   1.012;   0.002;   6.162;   0.241;      ;      ; 552;160.07729;-64.80831
160.0855000;-64.8350833;10402052-6450063; IC2602;GIRAFFE; 5123;    ;   2.689;        ;   0.534;        ;<;  31.900;        ;   3;   1.023;   0.003;  -9.848;   0.241;      ;      ; 553;160.08550;-64.83508
160.0900417;-64.1713889;10402161-6410170; IC2602;GIRAFFE; 4665;  14;   2.460;   0.052;  -0.041;   0.002; ; 233.100;   3.000;   0;   1.016;   0.005; -20.877;   0.243;      ;      ; 554;160.09004;-64.17139
160.1014167;-64.7927500;10402434-6447339; IC2602;GIRAFFE; 4729;  30;   2.486;   0.103;  -0.036;   0.069;<;  35.200;        ;   3;   1.023;   0.002; -24.514;   0.240;      ;      ; 555;160.10142;-64.79275
160.1234167;-64.0271667;10402962-6401378; IC2602;GIRAFFE; 5014; 115;   3.357;        ;  -0.037;   0.055;<;  20.000;        ;   3;   1.012;   0.002;  -6.841;   0.240;      ;      ; 556;160.12342;-64.02717
160.1257917;-64.7046944;10403019-6442169; IC2602;GIRAFFE; 3874; 119;   2.695;        ;  -0.130;        ; ;  90.300;        ;   0;   0.847;   0.002;  17.683;   0.241; 0.956;      ; 557;160.12579;-64.70469
160.1292500;-65.6046944;10403102-6536169; IC2602;GIRAFFE; 4998;    ;   2.663;        ;   0.493;        ; ;  32.600;        ;   0;   1.020;   0.004;   8.630;   0.244;      ;      ; 558;160.12925;-65.60469
160.1331667;-64.9416944;10403196-6456301; IC2602;GIRAFFE; 4624;  45;   2.290;   0.099;  -0.084;   0.050;<;  29.200;        ;   3;   1.025;   0.002;   3.943;   0.240;      ;      ; 559;160.13317;-64.94169
160.1335000;-65.5938611;10403204-6535379; IC2602;GIRAFFE; 5029; 126;   3.149;        ;  -0.075;   0.151;<;  25.200;        ;   3;   1.010;   0.004;  30.914;   0.244;      ;      ; 560;160.13350;-65.59386
160.1348750;-65.6211389;10403237-6537161; IC2602;GIRAFFE; 4971; 197;   2.446;        ;  -0.111;   0.143;<;  27.700;        ;   3;   1.019;   0.007;  47.115;   0.267;      ;      ; 561;160.13487;-65.62114
160.1403333;-63.9529167;10403368-6357105; IC2602;GIRAFFE; 4630;  51;   2.457;   0.121;   0.003;   0.004;<;  37.200;        ;   3;   1.019;   0.003; -15.686;   0.240;      ;      ; 562;160.14033;-63.95292
160.1498333;-64.5167778;10403596-6431004; IC2602;GIRAFFE; 4306; 280;   2.197;        ;  -0.025;   0.007;<;  43.500;        ;   3;   1.044;   0.003;  23.672;   0.241;      ;      ; 563;160.14983;-64.51678
160.1527083;-63.9622222;10403665-6357440; IC2602;GIRAFFE; 4664;   1;   2.447;   0.007;   0.000;   0.079;<;  33.900;        ;   3;   1.019;   0.004;   6.387;   0.243;      ;      ; 564;160.15271;-63.96222
160.1581250;-64.7090000;10403795-6442324; IC2602;GIRAFFE; 4943; 121;   2.773;        ;  -0.064;   0.113;<;  22.700;        ;   3;   1.020;   0.002; -16.832;   0.240;      ;      ; 565;160.15812;-64.70900
160.1619583;-64.1409167;10403887-6408273; IC2602;GIRAFFE; 4815;  34;   2.708;   0.011;   0.013;   0.025;<;  39.800;        ;   3;   1.011;   0.003;   7.342;   0.241;      ;      ; 566;160.16196;-64.14092
160.1687917;-65.6003889;10404051-6536014; IC2602;GIRAFFE; 5109;  47;   3.330;        ;  -0.128;   0.155;<;   6.300;        ;   3;   1.016;   0.004;  -5.723;   0.247;      ;      ; 567;160.16879;-65.60039
160.1760417;-64.4794167;10404225-6428459; IC2602;GIRAFFE; 4685;  89;   4.589;        ;  -0.099;   0.176;<;  15.400;        ;   3;   1.019;   0.002;  14.630;   0.240;      ;      ; 568;160.17604;-64.47942
160.1813333;-64.9376944;10404352-6456157; IC2602;GIRAFFE; 4592;  88;   2.341;   0.105;  -0.089;   0.074;<;  41.400;        ;   3;   1.013;   0.003;  22.174;   0.241;      ;      ; 569;160.18133;-64.93769
160.1837917;-65.7148889;10404411-6542536; IC2602;GIRAFFE; 4717;  94;   2.692;   0.034;  -0.083;   0.019;<;  36.900;        ;   3;   1.007;   0.008;  41.321;   0.258;      ;      ; 570;160.18379;-65.71489
160.1880000;-65.6915556;10404512-6541296; IC2602;GIRAFFE; 4681;  32;   2.554;   0.091;   0.029;   0.092;<;  34.300;        ;   3;   1.012;   0.004;  20.927;   0.241;      ;      ; 571;160.18800;-65.69156
160.1945000;-63.9687222;10404668-6358074; IC2602;GIRAFFE; 4751;   3;   2.518;   0.067;  -0.053;   0.048;<;  32.000;        ;   3;   1.020;   0.002; -25.394;   0.240;      ;      ; 572;160.19450;-63.96872
160.1992083;-64.1510278;10404781-6409037; IC2602;GIRAFFE; 4634;  45;   2.393;   0.063;  -0.041;   0.026;<;  37.300;   3.250;   3;   1.021;   0.002;   8.210;   0.242;      ;      ; 573;160.19921;-64.15103
160.2071250;-64.8769722;10404971-6452371; IC2602;GIRAFFE; 4978; 186;   4.101;        ;  -0.217;   0.247; ;  32.200;        ;   0;   1.013;   0.003;  44.843;   0.241;      ;      ; 574;160.20712;-64.87697
160.2140417;-64.7133056;10405137-6442479; IC2602;GIRAFFE; 4599;  32;   4.339;        ;   0.044;   0.020; ; 439.300;        ;   0;        ;        ; 500.000;   0.240;      ;      ; 575;160.21404;-64.71331
160.2145000;-64.9338056;10405148-6456017; IC2602;GIRAFFE; 4568;  56;   2.341;   0.158;  -0.026;   0.019;<;  32.900;        ;   3;   1.026;   0.002;  -4.886;   0.240;      ;      ; 576;160.21450;-64.93381
160.2154583;-65.6430000;10405171-6538348; IC2602;GIRAFFE; 4680; 144;   2.780;        ;  -0.101;   0.031; ;  71.250;   6.300;   0;   1.020;   0.010;  65.047;   0.331;      ;      ; 577;160.21546;-65.64300
160.2195833;-65.6612778;10405270-6539406; IC2602;GIRAFFE; 4656;  46;   2.430;   0.153;   0.010;   0.044;<;  28.700;        ;   3;   1.029;   0.004; -13.507;   0.242;      ;      ; 578;160.21958;-65.66128
160.2205833;-65.5361111;10405294-6532100; IC2602;GIRAFFE; 4656; 103;   2.464;   0.146;  -0.050;   0.029; ;  79.850;   4.650;   0;   1.016;   0.006;  52.448;   0.253;      ;      ; 579;160.22058;-65.53611
160.2236250;-64.4818056;10405367-6428545; IC2602;GIRAFFE; 4754;  50;   2.593;   0.163;  -0.109;   0.057; ;  40.600;        ;   0;   1.018;   0.002;  40.014;   0.240;      ;      ; 580;160.22362;-64.48181
160.2254583;-65.6382778;10405411-6538178; IC2602;GIRAFFE; 4674; 151;   2.743;        ;  -0.173;   0.146;<;  24.700;        ;   3;   1.024;   0.006;  47.889;   0.248;      ;      ; 581;160.22546;-65.63828
160.2267917;-64.7998056;10405443-6447593; IC2602;GIRAFFE; 4998;  17;   2.653;   0.065;   0.081;   0.017;<;  22.700;        ;   3;   1.024;   0.002; -24.553;   0.240;      ;      ; 582;160.22679;-64.79981
160.2301250;-65.6615278;10405523-6539415; IC2602;GIRAFFE; 4813; 242;   2.998;        ;  -0.619;   0.157;<;  10.400;        ;   3;   1.024;   0.002; 238.798;   0.243;      ;      ; 583;160.23012;-65.66153
160.2304583;-64.9650833;10405531-6457543; IC2602;GIRAFFE; 3591;  32;   4.043;        ;  -0.210;        ;<; 100.000;        ;   3;   0.852;   0.005;   2.884;   0.282; 0.043;      ; 584;160.23046;-64.96508
160.2308333;-64.1133056;10405540-6406479; IC2602;GIRAFFE; 5025;  32;   3.026;   0.176;   0.005;   0.007;<;  28.800;   1.650;   3;   1.019;   0.001; -17.999;   0.240;      ;      ; 585;160.23083;-64.11331
160.2318333;-65.7189722;10405564-6543083; IC2602;GIRAFFE; 4286; 436;   2.887;        ;  -0.037;   0.141; ; 219.200;   6.348;   0;   0.894;   0.004;  19.998;   0.255; 0.808;      ; 586;160.23183;-65.71897
160.2332083;-65.4921667;10405597-6529318; IC2602;GIRAFFE; 4989; 158;   3.402;        ;  -0.089;   0.175;<;  14.100;        ;   3;   1.009;   0.005;  14.841;   0.246;      ;      ; 587;160.23321;-65.49217
160.2353333;-65.4950556;10405648-6529422; IC2602;GIRAFFE; 5212;    ;   3.599;        ;  -0.139;        ; ; 132.450;   1.685;   0;   1.022;   0.002;  30.993;   0.240;      ;      ; 588;160.23533;-65.49506
160.2371667;-63.9729167;10405692-6358225; IC2602;GIRAFFE; 5089;  39;   2.528;        ;  -0.029;   0.073;<;  23.000;        ;   3;   1.009;   0.003;   0.674;   0.242;      ;      ; 589;160.23717;-63.97292
160.2388750;-64.4911111;10405733-6429280; IC2602;GIRAFFE; 4690;  68;   2.487;   0.189;  -0.069;   0.043;<;  25.000;        ;   3;   1.025;   0.002;  -7.642;   0.240;      ;      ; 590;160.23887;-64.49111
160.2468333;-65.5263333;10405924-6531348; IC2602;GIRAFFE; 4944; 191;   3.092;   0.165;  -0.027;   0.054;<;  31.300;        ;   3;   1.007;   0.007;  14.505;   0.257;      ;      ; 591;160.24683;-65.52633
160.2475417;-64.5090556;10405941-6430326; IC2602;GIRAFFE; 4919; 114;   2.735;   0.080;  -0.020;   0.044;<;  32.300;        ;   3;   1.014;   0.002;  14.729;   0.241;      ;      ; 592;160.24754;-64.50906
160.2500000;-65.7227222;10410000-6543218; IC2602;GIRAFFE; 5020; 115;   4.282;        ;  -0.098;   0.191; ;  27.050;   3.695;   0;   1.010;   0.008;   8.944;   0.265;      ;      ; 593;160.25000;-65.72272
160.2561250;-65.5956389;10410147-6535443; IC2602;GIRAFFE; 4596;  68;   2.602;   0.059;   0.049;   0.015;<;  43.900;        ;   3;   1.005;   0.004; -14.865;   0.242;      ;      ; 594;160.25612;-65.59564
160.2569167;-64.6086389;10410166-6436311; IC2602;GIRAFFE; 5175; 111;   2.489;        ;  -0.157;   0.136; ;  32.900;        ;   0;   1.016;   0.003;  16.908;   0.242;      ;      ; 595;160.25692;-64.60864
160.2645000;-64.8369444;10410348-6450130; IC2602;GIRAFFE; 4696;  56;   2.501;   0.172;  -0.097;   0.086;<;  43.300;        ;   3;   1.019;   0.004;  -7.919;   0.241;      ;      ; 596;160.26450;-64.83694
160.2670000;-64.4983611;10410408-6429541; IC2602;GIRAFFE; 4671;  27;   2.462;   0.050;  -0.060;   0.001;<;  27.300;        ;   3;   1.019;   0.003;  15.643;   0.241;      ;      ; 597;160.26700;-64.49836
160.2671250;-65.4919167;10410411-6529309; IC2602;GIRAFFE; 4730; 341;   3.216;        ;  -0.099;   0.014;<;  19.000;        ;   3;   0.950;   0.004;  37.299;   0.245;      ;      ; 598;160.26712;-65.49192
160.2717500;-64.7397500;10410522-6444231; IC2602;GIRAFFE; 4873; 179;   0.743;        ;  -0.066;   0.084;<;  19.000;        ;   3;   1.040;   0.002;  -6.951;   0.240;      ;      ; 599;160.27175;-64.73975
160.2740000;-65.5223333;10410576-6531204; IC2602;GIRAFFE; 4869; 223;   1.829;        ;  -0.098;   0.173;<;  31.000;        ;   3;   1.020;   0.005;   3.781;   0.246;      ;      ; 600;160.27400;-65.52233
160.2796667;-64.8384167;10410712-6450183; IC2602;GIRAFFE; 4551; 134;   2.866;        ;   0.048;   0.018; ;  55.900;   4.932;   0;   1.025;   0.003;  -0.471;   0.241;      ;      ; 601;160.27967;-64.83842
160.2874167;-65.5732778;10410898-6534238; IC2602;GIRAFFE; 4864;    ;   2.513;        ;  -0.295;        ;<;  26.100;        ;   3;   1.020;   0.006;  48.413;   0.250;      ;      ; 602;160.28742;-65.57328
160.2877083;-65.6682778;10410905-6540058; IC2602;GIRAFFE; 4763; 117;   2.810;        ;  -0.077;   0.137;<;  29.100;        ;   3;   1.021;   0.003;  23.472;   0.241;      ;      ; 603;160.28771;-65.66828
160.2957083;-65.4973056;10411097-6529503; IC2602;GIRAFFE; 4809;   7;   2.653;   0.015;   0.045;   0.036;<;  44.800;        ;   3;   1.015;   0.002;  12.476;   0.240;      ;      ; 604;160.29571;-65.49731
160.2992917;-64.6455278;10411183-6438439; IC2602;GIRAFFE; 4917; 208;   4.636;        ;  -0.103;   0.164; ;  35.000;        ;   0;   1.018;   0.004;  12.173;   0.244;      ;      ; 605;160.29929;-64.64553
160.3015417;-64.8361389;10411237-6450101; IC2602;GIRAFFE; 5099;    ;   2.701;        ;   0.279;        ; ;  35.600;        ;   0;   1.019;   0.004;  -9.294;   0.249;      ;      ; 606;160.30154;-64.83614
160.3054583;-64.9391389;10411331-6456209; IC2602;GIRAFFE; 4455; 143;   2.440;        ;  -0.072;   0.025;<;  25.700;        ;   3;   1.038;   0.003; -32.610;   0.240;      ;      ; 607;160.30546;-64.93914
160.3085000;-64.5155278;10411404-6430559; IC2602;GIRAFFE; 4913; 243;   4.611;        ;  -0.230;   0.233; ;  35.700;        ;   0;   1.010;   0.004;  49.037;   0.243;      ;      ; 608;160.30850;-64.51553
160.3175417;-65.5105000;10411621-6530378; IC2602;GIRAFFE; 4594;  68;   2.482;   0.142;   0.129;   0.013;<;  50.900;        ;   3;   1.018;   0.004;  45.828;   0.241;      ;      ; 609;160.31754;-65.51050
160.3179583;-64.0634444;10411631-6403484; IC2602;GIRAFFE; 4971; 157;   3.113;   0.175;  -0.090;   0.158;<;  29.000;        ;   3;   1.006;   0.002;  35.374;   0.240;      ;      ; 610;160.31796;-64.06344
160.3181667;-64.9153333;10411636-6454552; IC2602;GIRAFFE; 4832;  76;   2.589;   0.050;   0.165;   0.060;<;  31.800;        ;   3;   1.018;   0.002; -18.346;   0.240;      ;      ; 611;160.31817;-64.91533
160.3185833;-65.6555833;10411646-6539201; IC2602;GIRAFFE; 4547; 136;   2.349;   0.201;   0.064;   0.069;<;  42.700;        ;   3;   1.021;   0.006;  54.450;   0.246;      ;      ; 612;160.31858;-65.65558
160.3190417;-65.4685278;10411657-6528067; IC2602;GIRAFFE; 5073;  56;   4.482;        ;  -0.095;   0.051;<;  12.300;        ;   3;   1.008;   0.006; -15.466;   0.255;      ;      ; 613;160.31904;-65.46853
160.3194167;-64.7225556;10411666-6443212; IC2602;GIRAFFE; 5028; 135;   2.650;        ;  -0.088;   0.104; ;  42.467;   4.623;   0;   1.014;   0.003; -13.588;   0.241;      ;      ; 614;160.31942;-64.72256
160.3274167;-65.0349722;10411858-6502059; IC2602;GIRAFFE; 4724; 315;   4.183;        ;  -0.148;   0.250;<;  22.300;        ;   3;   1.022;   0.005; -40.203;   0.244;      ;      ; 615;160.32742;-65.03497
160.3293333;-64.7467778;10411904-6444484; IC2602;GIRAFFE; 4570; 101;   2.438;   0.143;   0.152;   0.012;<;  67.100;        ;   3;   1.015;   0.002;  27.626;   0.240;      ;      ; 616;160.32933;-64.74678
160.3355417;-65.6001944;10412053-6536007; IC2602;GIRAFFE; 4824;  29;   2.709;   0.077;  -0.019;   0.028;<;  29.300;        ;   3;   1.013;   0.003; -22.506;   0.241;      ;      ; 617;160.33554;-65.60019
160.3421667;-64.7201111;10412212-6443124; IC2602;GIRAFFE; 4708; 104;   4.441;        ;  -0.170;   0.141;<;  25.100;        ;   3;   1.014;   0.002;  48.861;   0.241;      ;      ; 618;160.34217;-64.72011
160.3425000;-64.7868889;10412220-6447128; IC2602;GIRAFFE; 5033;  22;   2.993;   0.069;   0.187;   0.012;<;  27.900;        ;   3;   1.017;   0.002; -16.437;   0.240;      ;      ; 619;160.34250;-64.78689
160.3455000;-64.8374722;10412292-6450149; IC2602;GIRAFFE; 5017; 129;   2.583;        ;  -0.232;   0.238; ;  13.700;   1.200;   0;   1.007;   0.002; -14.944;   0.241;      ;      ; 620;160.34550;-64.83747
160.3460000;-65.6197778;10412304-6537112; IC2602;GIRAFFE; 4250; 377;   2.298;        ;   0.053;   0.192; ;  80.600;  10.023;   0;   0.894;   0.006;   3.800;   0.255;      ;      ; 621;160.34600;-65.61978
160.3495833;-64.7323333;10412390-6443564; IC2602;GIRAFFE; 3410; 191;   2.648;        ;  -0.210;        ; ; 349.000;        ;   0;   0.877;   0.014;  23.988;   1.914; 0.402;      ; 622;160.34958;-64.73233
160.3507917;-64.6694444;10412419-6440100; IC2602;GIRAFFE; 5139;   6;   3.350;        ;  -0.080;   0.076; ;  33.500;        ;   0;   1.016;   0.001; -13.461;   0.240;      ;      ; 623;160.35079;-64.66944
160.3538750;-65.6045278;10412493-6536163; IC2602;GIRAFFE; 5042; 131;   2.284;        ;  -0.238;   0.174;<;  23.300;        ;   3;   1.015;   0.003;  40.125;   0.242;      ;      ; 624;160.35387;-65.60453
160.3545833;-64.7543056;10412510-6445155; IC2602;GIRAFFE; 4566;  53;   3.854;        ;  -0.140;   0.107;<;  24.800;        ;   3;   1.033;   0.002; -29.524;   0.240;      ;      ; 625;160.35458;-64.75431
160.3588750;-64.5510556;10412613-6433038; IC2602;GIRAFFE; 4567;  46;   2.690;        ;  -0.121;   0.077;<;  22.500;        ;   3;   1.031;   0.004; -25.166;   0.242;      ;      ; 626;160.35887;-64.55106
160.3640000;-65.4467222;10412736-6526482; IC2602;GIRAFFE; 4743; 147;   4.550;        ;  -0.099;   0.175; ;  25.000;        ;   0;   1.014;   0.003;  17.972;   0.241;      ;      ; 627;160.36400;-65.44672
160.3660833;-64.7605278;10412786-6445379; IC2602;GIRAFFE; 5080; 107;   3.593;        ;  -0.023;   0.048; ;  93.600;   5.523;   0;   1.026;   0.003;   5.363;   0.241;      ;      ; 628;160.36608;-64.76053
160.3665833;-64.4458889;10412798-6426452; IC2602;GIRAFFE; 4798; 123;   2.612;   0.123;  -0.020;   0.060;<;  38.400;        ;   3;   1.015;   0.002;  -6.445;   0.240;      ;      ; 629;160.36658;-64.44589
160.3729583;-64.7513611;10412951-6445049; IC2602;GIRAFFE; 5020; 172;   3.368;   0.160;  -0.105;   0.168;<;  22.200;        ;   3;   1.002;   0.003;  40.776;   0.358;      ;      ; 630;160.37296;-64.75136
